wpm,accuracy,mistakes,backspaces,consistency,typing_time,level
64,66,8,3,80,92.09791694,Beginner
72,76,7,5,72,84.59946402,Professional
68,95,9,5,79,62.25289862,Intermediate
46,83,12,12,58,87.05358636,Advanced
69,100,8,6,73,125.9378706,Intermediate
67,84,10,15,100,58.49838807,Beginner
78,93,6,1,66,59.18395266,Intermediate
68,75,7,7,85,78.37333324,Beginner
16,76,2,4,85,64.95007754,Advanced
65,97,3,0,71,75.44500627,Intermediate
34,73,10,5,79,56.38796839,Advanced
40,67,10,5,80,51.37932215,Advanced
72,71,8,7,83,101.0087261,Beginner
47,95,1,9,87,121.1743758,Intermediate
43,72,12,2,77,88.52832965,Beginner
85,92,13,0,69,53.14278663,Intermediate
48,68,13,1,84,91.02473107,Beginner
51,84,16,3,76,47.65462853,Professional
49,91,20,0,81,60.16553722,Professional
67,83,3,5,86,48.28556025,Beginner
30,70,8,2,86,56.42674634,Advanced
67,93,5,3,74,93.51825413,Intermediate
41,87,6,17,55,120.8129643,Advanced
58,88,8,8,93,46.98040802,Beginner
63,67,13,9,90,103.5928196,Beginner
64,62,9,2,67,128.9304943,Beginner
16,68,3,1,95,79.75713872,Advanced
69,92,11,7,82,70.4391508,Intermediate
64,67,10,5,76,81.11649782,Professional
81,71,1,6,73,131.361861,Professional
84,67,3,6,70,112.5556385,Professional
67,97,9,8,82,83.14706911,Intermediate
61,65,11,5,76,76.84933483,Professional
69,70,6,8,69,85.31315467,Professional
75,76,2,1,79,55.2445017,Beginner
44,98,2,13,93,121.9883908,Intermediate
71,78,2,8,91,50.77628382,Beginner
34,73,7,5,73,110.924537,Advanced
40,76,11,5,69,117.0746552,Advanced
65,90,11,5,81,48.24341034,Intermediate
44,72,14,3,75,88.78724127,Advanced
71,89,10,4,77,66.62359936,Intermediate
72,93,10,3,77,55.35161086,Intermediate
82,76,4,4,72,105.9997335,Professional
53,98,5,9,89,77.78591466,Intermediate
61,63,10,2,80,101.6000857,Beginner
37,85,10,10,63,92.85690884,Advanced
66,100,9,9,78,120.1142074,Intermediate
91,93,7,6,55,83.77342447,Intermediate
73,86,11,2,82,88.91406308,Intermediate
62,74,14,3,77,63.99308062,Professional
71,57,17,9,82,162.5382885,Beginner
54,71,7,0,82,63.05753459,Beginner
85,60,0,8,69,114.2732446,Professional
49,82,6,8,69,65.57731824,Professional
38,73,7,8,69,80.7906181,Advanced
67,77,15,0,80,76.65919837,Professional
60,87,6,5,85,46.58693205,Intermediate
29,61,7,0,94,49.67847741,Advanced
66,66,13,9,89,107.6211225,Intermediate
60,97,3,4,77,99.30664604,Intermediate
44,86,18,0,83,49.23337392,Professional
65,56,14,5,76,62.53281254,Professional
47,77,16,4,69,109.8527802,Advanced
61,94,17,1,82,64.659676,Professional
32,70,8,3,82,73.18909301,Advanced
35,76,7,8,66,113.2203087,Advanced
66,58,7,0,72,111.06211,Beginner
14,70,3,6,79,111.0619129,Advanced
58,64,7,4,68,109.6965446,Beginner
36,82,5,15,58,70.76871127,Advanced
72,68,6,4,76,103.8612558,Professional
63,75,11,6,70,56.13933532,Professional
62,70,10,4,82,96.63238797,Beginner
58,72,12,3,79,73.88164085,Professional
61,76,7,2,78,84.7163275,Beginner
73,78,1,1,77,45.06867836,Beginner
71,74,14,1,76,67.7457975,Professional
30,78,8,4,74,110.2953395,Advanced
80,81,3,11,89,59.75043439,Beginner
40,93,2,12,97,104.3224085,Intermediate
52,94,6,11,91,99.05469809,Intermediate
36,72,8,6,72,95.30968091,Advanced
54,65,12,0,78,111.2406514,Beginner
78,86,8,1,74,92.48876966,Professional
39,78,11,7,70,79.69742236,Advanced
74,72,1,6,73,110.9490258,Professional
78,96,8,1,66,85.68865851,Intermediate
81,69,0,8,68,111.8908412,Professional
81,64,0,9,68,115.3685691,Professional
74,69,7,8,67,72.86634215,Professional
72,66,1,2,73,55.00316554,Beginner
68,97,7,3,76,60.98082665,Intermediate
74,70,5,4,77,97.62374452,Beginner
51,84,13,7,91,74.64121114,Beginner
42,77,11,8,65,96.21136776,Advanced
55,83,5,6,91,47.63490079,Intermediate
70,100,8,6,70,128.8950773,Intermediate
68,73,9,6,71,74.52976257,Professional
51,100,5,11,94,63.85887477,Intermediate
54,92,1,3,81,65.96523278,Intermediate
69,70,9,7,84,97.52890262,Beginner
81,99,16,6,73,80.03905229,Intermediate
67,82,10,3,73,70.32772726,Professional
72,72,6,6,83,82.29667626,Beginner
53,74,15,4,77,54.60821355,Professional
33,74,20,5,91,111.3592368,Beginner
68,86,8,5,72,84.44369203,Professional
75,69,9,3,75,89.08351622,Professional
63,74,12,8,86,107.4553666,Beginner
38,78,12,5,75,75.548931,Advanced
62,67,8,6,76,86.99910584,Professional
66,96,4,2,69,118.6129144,Intermediate
73,70,9,2,80,104.0372495,Professional
70,66,5,8,69,79.32952572,Professional
44,92,2,9,95,70.59003581,Intermediate
57,81,14,0,82,71.74790304,Professional
62,79,3,0,78,54.19306008,Beginner
75,53,0,10,70,114.2223117,Professional
41,77,11,8,69,76.74100116,Advanced
75,91,9,0,73,55.26595407,Intermediate
39,84,16,4,71,100.486196,Advanced
34,85,4,14,100,55.28073833,Intermediate
72,73,10,3,75,83.47936568,Professional
78,67,5,4,76,108.3925531,Beginner
60,93,8,8,85,79.36860836,Intermediate
56,89,2,6,85,81.72692524,Intermediate
74,52,5,0,74,103.5475898,Beginner
65,96,5,3,77,65.92503972,Intermediate
62,77,7,4,76,88.66844249,Professional
69,73,8,6,70,78.99967079,Professional
68,67,7,6,73,80.61075436,Professional
74,100,10,6,74,97.89525252,Intermediate
49,91,15,11,59,76.16527134,Advanced
74,100,8,3,71,73.90462807,Intermediate
62,99,8,8,81,101.384834,Intermediate
73,79,12,2,74,72.31960374,Professional
79,62,4,6,74,112.0131007,Professional
81,100,14,6,70,105.5824632,Intermediate
21,80,1,10,68,98.54690204,Advanced
100,100,12,3,55,124.8223995,Intermediate
48,94,7,13,98,80.76237742,Intermediate
45,74,18,1,80,76.7163802,Advanced
66,77,13,12,92,98.10921263,Beginner
15,60,4,3,87,92.67493823,Advanced
77,74,4,5,72,105.1931935,Professional
73,65,3,1,74,89.55320398,Beginner
71,69,12,10,86,117.2214315,Beginner
69,62,8,0,69,130.2755575,Beginner
59,73,12,5,73,58.8935476,Professional
58,94,12,13,96,68.93733373,Intermediate
59,89,14,0,78,62.95808226,Professional
68,97,12,10,86,75.57308,Intermediate
67,73,5,8,68,83.24027835,Professional
73,66,2,5,85,58.68905825,Beginner
32,66,8,1,83,98.37397178,Advanced
31,74,10,1,83,84.56831277,Advanced
62,97,9,9,86,82.37588491,Intermediate
60,79,9,5,84,78.25245749,Beginner
67,66,5,5,86,67.50679863,Beginner
25,63,2,3,85,76.71471435,Advanced
36,76,8,8,69,80.97118217,Advanced
78,100,10,5,66,131.7833953,Advanced
63,53,1,12,68,95.35124292,Professional
77,93,12,3,75,55.22869183,Intermediate
66,76,14,2,77,63.19406446,Professional
83,95,18,7,75,84.52720195,Intermediate
69,100,10,8,80,91.85728375,Intermediate
43,80,12,9,64,85.20371376,Advanced
90,100,15,6,64,127.1378233,Intermediate
44,57,10,11,69,50.68852659,Professional
37,75,10,6,74,72.4104039,Advanced
23,72,0,8,74,87.81066924,Professional
72,73,11,3,74,71.1410926,Professional
47,83,17,7,69,55.86176784,Advanced
26,70,4,3,82,89.43462285,Advanced
45,79,11,13,61,52.5245123,Advanced
44,80,13,9,66,74.21370771,Advanced
70,71,2,6,73,103.4549468,Professional
71,75,6,4,75,91.6232746,Professional
71,83,5,5,71,88.24502045,Professional
62,97,13,0,79,75.75968332,Professional
62,74,8,4,82,83.03810808,Beginner
84,78,3,5,81,53.7084976,Beginner
75,71,3,6,83,69.43728988,Beginner
67,65,8,6,73,82.06168289,Professional
71,62,3,8,71,98.24485298,Professional
87,72,1,6,68,113.447019,Professional
73,50,5,15,62,109.9016645,Professional
33,69,14,3,93,71.78824524,Advanced
66,77,11,11,92,87.74907157,Beginner
66,95,8,5,80,66.56939311,Intermediate
49,84,20,6,67,86.12281277,Advanced
53,97,7,8,87,82.52535093,Intermediate
49,75,10,0,79,82.25360809,Beginner
78,75,10,13,91,98.6261136,Beginner
24,73,3,5,80,77.92834101,Advanced
50,70,14,3,85,100.3407221,Beginner
23,57,5,4,100,67.65802317,Advanced
77,71,5,3,77,109.5967596,Professional
76,54,1,10,69,101.8851651,Professional
64,87,7,4,73,80.11593428,Professional
59,73,10,7,90,76.37046025,Beginner
59,94,2,4,81,64.72999732,Intermediate
26,66,1,10,73,66.42716789,Advanced
74,70,8,4,75,91.48345191,Professional
61,76,20,5,68,72.43525835,Advanced
58,91,12,2,77,68.70822323,Professional
50,84,12,7,91,64.1026408,Beginner
78,69,3,1,72,99.17210156,Beginner
65,72,2,0,78,61.20202256,Intermediate
57,57,2,11,71,85.32423845,Professional
75,77,1,3,76,69.98364338,Beginner
46,73,11,9,67,67.85911374,Advanced
71,64,5,7,73,98.42679102,Professional
54,71,14,6,87,99.45147644,Beginner
55,77,16,11,95,98.22430681,Beginner
73,69,5,5,78,100.8496103,Beginner
10,71,2,3,87,92.70430748,Advanced
68,90,5,2,75,71.85247155,Intermediate
52,81,11,2,82,80.60733831,Beginner
65,76,9,8,89,76.04957106,Professional
61,74,11,4,76,71.88428017,Professional
35,75,8,7,70,96.28642912,Advanced
44,80,15,7,67,80.07156152,Advanced
31,76,2,12,63,91.38774098,Advanced
64,95,4,4,74,106.949149,Intermediate
63,87,14,3,72,54.60313324,Professional
60,78,9,9,93,60.93423384,Beginner
44,73,13,8,75,72.20378497,Advanced
15,75,5,12,71,70.40498091,Advanced
10,65,6,4,92,51.11789472,Advanced
77,64,5,2,73,108.9416555,Beginner
67,64,9,4,82,100.7608988,Beginner
71,94,6,1,72,70.03646071,Intermediate
54,76,16,9,61,89.17189305,Advanced
65,57,4,4,68,98.74613529,Beginner
63,76,4,8,68,81.5200078,Professional
57,82,15,2,76,51.41859746,Professional
53,70,18,10,93,114.1871094,Beginner
67,99,13,12,89,76.39307807,Intermediate
74,95,10,4,66,124.7666496,Intermediate
79,95,5,6,60,61.0929396,Intermediate
63,75,8,8,91,63.92500511,Beginner
21,65,1,4,89,46.62426594,Advanced
39,84,10,11,60,103.4968014,Advanced
49,81,11,4,88,69.16653891,Beginner
51,81,10,4,85,72.31085921,Beginner
70,85,2,6,85,46.2584177,Beginner
74,59,9,6,71,80.02338697,Professional
27,63,7,2,93,91.36758088,Advanced
63,59,9,7,74,78.53022002,Professional
27,78,3,10,68,92.53558463,Advanced
61,69,14,3,79,69.7835862,Professional
22,68,1,7,75,96.64154806,Advanced
63,64,13,3,76,136.7191488,Beginner
58,90,15,1,77,57.8286786,Professional
33,68,6,4,78,85.90071388,Advanced
65,96,2,3,72,95.40441664,Intermediate
65,65,6,3,84,71.34676336,Beginner
69,99,14,11,85,95.29389594,Intermediate
76,77,3,6,81,75.97219142,Beginner
41,77,12,7,70,72.23503443,Advanced
69,59,13,7,83,131.2622933,Beginner
45,72,17,0,81,84.41166822,Advanced
58,78,9,6,87,71.99797207,Beginner
71,67,10,9,86,104.963763,Beginner
69,98,10,8,84,63.15595247,Intermediate
68,50,6,8,75,96.52606723,Professional
78,78,1,9,88,46.68566685,Beginner
59,94,7,8,87,79.18176739,Intermediate
47,85,11,15,55,85.23896067,Advanced
58,100,8,11,87,94.68747607,Intermediate
45,77,17,4,76,62.75092582,Advanced
71,62,8,0,70,130.0352535,Beginner
88,100,17,7,68,107.8470425,Intermediate
78,80,1,8,85,58.05809184,Beginner
73,78,7,12,94,67.52190644,Beginner
72,99,8,3,70,92.91824202,Intermediate
54,87,14,2,77,56.22596911,Professional
48,72,12,7,72,47.90080525,Professional
30,75,9,2,79,108.7087916,Advanced
59,77,20,7,67,60.90506548,Advanced
78,66,6,6,79,108.5229609,Beginner
43,79,9,11,56,130.6916608,Advanced
49,77,7,0,83,50.57266602,Beginner
61,94,8,7,86,54.33952777,Intermediate
55,96,0,5,77,123.4668241,Intermediate
59,98,4,6,82,84.42224082,Intermediate
42,86,7,16,55,106.0181306,Advanced
13,72,2,6,79,103.0352178,Advanced
54,85,9,5,88,59.89316087,Beginner
65,63,7,6,77,93.40101365,Professional
22,67,7,2,95,76.11282053,Advanced
56,75,12,4,83,99.93719227,Beginner
43,68,11,7,75,50.55357744,Advanced
25,71,2,5,75,115.5458317,Advanced
67,94,3,0,66,98.12773861,Intermediate
79,65,9,4,75,96.98432486,Professional
61,64,8,5,79,89.55241857,Professional
90,78,3,7,81,45.74829751,Beginner
47,97,2,9,90,87.22565325,Intermediate
77,67,2,8,67,94.58278393,Professional
30,69,6,3,80,91.3887513,Advanced
73,64,11,8,84,118.9967073,Beginner
69,78,9,13,95,70.76012376,Beginner
70,64,7,8,69,75.61557955,Professional
46,88,4,9,97,55.12359538,Intermediate
89,82,5,3,70,110.487287,Professional
65,100,8,7,77,112.2709487,Intermediate
74,70,1,4,83,52.57756575,Beginner
54,99,5,8,85,91.77724876,Intermediate
71,99,12,7,80,63.48358712,Intermediate
79,74,9,3,72,82.04464345,Professional
18,66,3,3,85,97.36567041,Advanced
42,88,2,9,100,47.64241595,Intermediate
74,91,3,2,61,96.20542187,Intermediate
71,98,10,6,76,89.36918386,Intermediate
79,100,16,8,79,68.35456481,Intermediate
70,73,2,6,74,109.3395906,Professional
78,86,12,0,78,93.80449883,Professional
27,64,8,2,95,65.98161665,Advanced
76,100,17,11,82,84.85424727,Intermediate
54,99,5,9,89,83.39947618,Intermediate
34,61,11,2,97,54.76971999,Advanced
77,74,8,6,79,108.6422157,Beginner
62,94,3,10,97,78.90149576,Beginner
62,98,6,5,80,69.55767343,Intermediate
58,75,14,6,83,117.1820335,Beginner
32,75,4,9,68,91.16692814,Advanced
67,98,7,4,74,95.81967163,Intermediate
63,96,8,5,83,48.65397367,Intermediate
79,83,3,3,74,114.9351025,Professional
25,64,5,0,91,87.21539412,Advanced
77,75,0,8,66,101.8929521,Professional
61,69,8,4,82,88.94510408,Beginner
69,75,4,4,77,112.2029524,Professional
37,69,10,4,82,52.06315808,Advanced
59,76,13,9,90,89.66176992,Beginner
79,74,5,2,79,125.5685727,Professional
25,74,5,4,79,87.80939774,Advanced
81,64,2,8,69,120.2393796,Professional
62,73,11,5,82,107.679429,Beginner
66,74,11,3,76,73.95113163,Professional
71,70,9,4,75,82.26433058,Professional
63,90,3,2,76,78.24288061,Intermediate
73,67,7,11,93,72.66548744,Beginner
42,73,20,9,93,128.0911969,Beginner
63,69,11,7,71,61.15903687,Professional
54,76,13,6,91,78.53260878,Beginner
26,73,6,4,82,63.99416251,Advanced
57,67,12,1,76,121.6357168,Beginner
92,100,8,6,55,91.96415741,Intermediate
39,82,15,4,75,66.97844459,Advanced
77,69,0,4,81,59.94056521,Beginner
80,60,2,11,65,113.0141028,Professional
65,63,4,9,69,81.00357839,Professional
43,84,8,15,55,91.67943732,Advanced
33,73,5,9,71,76.18575931,Advanced
37,65,12,0,87,77.43136086,Advanced
62,91,5,1,79,59.52030176,Intermediate
57,89,1,1,80,45.42127025,Intermediate
61,87,6,6,84,69.13839511,Intermediate
55,76,10,4,78,72.81490015,Professional
76,76,7,11,88,83.54102687,Beginner
47,76,15,6,70,75.78880078,Advanced
33,66,8,3,84,48.84605115,Advanced
54,75,14,10,97,78.04487175,Beginner
68,72,13,1,79,78.66219684,Professional
68,100,7,4,71,112.0035271,Intermediate
32,84,6,11,62,98.85801255,Advanced
74,92,2,4,56,104.6911949,Intermediate
60,74,13,5,80,120.8310523,Beginner
60,79,4,3,85,45.79054462,Beginner
60,50,17,3,64,193.4333565,Beginner
52,75,10,2,84,76.86722818,Beginner
57,71,18,8,84,143.7749181,Beginner
78,100,6,1,59,129.3682571,Intermediate
44,79,10,14,60,57.02001426,Advanced
70,74,4,6,85,62.25401577,Beginner
54,74,16,9,92,100.5048466,Beginner
53,75,16,2,77,47.44643403,Professional
66,50,2,11,70,87.71022274,Professional
45,72,12,6,70,92.72401424,Advanced
42,73,13,4,73,102.7929666,Advanced
44,84,12,11,58,98.39727547,Advanced
53,95,3,8,84,117.6013111,Intermediate
57,81,6,4,85,53.9811884,Beginner
35,77,8,7,69,102.0161536,Advanced
52,88,9,8,95,49.1411658,Beginner
63,66,12,1,73,139.4901264,Beginner
76,71,3,4,77,120.8887756,Professional
61,55,4,14,66,106.7190054,Professional
73,66,3,8,71,100.1438526,Professional
52,100,6,12,89,114.2866424,Intermediate
60,74,6,7,72,82.22362547,Professional
71,94,5,0,69,60.25249866,Intermediate
33,79,12,3,81,67.13134787,Advanced
71,100,8,6,75,97.32309017,Intermediate
66,64,10,6,83,110.6804499,Beginner
62,58,10,0,72,127.8978228,Beginner
81,55,5,5,79,104.7634672,Beginner
43,73,8,12,63,61.64453869,Advanced
48,97,1,9,85,119.9244129,Intermediate
10,59,4,0,97,89.48813402,Advanced
88,67,3,5,77,96.29209351,Beginner
26,69,1,8,75,76.15420484,Advanced
85,97,6,4,55,86.00120966,Intermediate
54,70,14,3,81,115.7177284,Beginner
55,76,7,4,86,55.55685275,Beginner
74,51,2,9,72,112.0039281,Professional
78,58,4,3,77,103.8029152,Beginner
76,64,2,0,73,88.05902247,Beginner
39,84,6,17,55,68.40907858,Advanced
66,90,4,2,73,89.58618952,Intermediate
58,73,1,10,69,89.8617534,Professional
69,99,9,5,79,68.75274358,Intermediate
63,63,7,2,81,87.35210381,Beginner
61,74,8,6,73,77.82157156,Professional
64,58,6,8,73,90.24089482,Professional
55,85,6,4,87,47.66670721,Beginner
37,84,12,7,66,99.40417285,Advanced
11,66,3,3,88,88.71407488,Advanced
69,66,4,1,78,76.22663063,Beginner
67,98,9,8,79,103.4013502,Intermediate
47,94,10,8,96,56.96629363,Beginner
66,75,3,2,79,65.43170222,Beginner
62,100,16,0,76,53.26689515,Professional
33,83,8,8,65,118.7351353,Advanced
69,58,14,5,78,148.8946365,Beginner
73,68,4,10,63,74.40253857,Professional
83,62,0,9,67,115.7943242,Professional
61,70,6,6,74,84.93638955,Professional
55,100,7,9,87,85.86545549,Intermediate
79,100,11,4,64,115.9807679,Intermediate
31,71,2,9,68,98.25531388,Advanced
27,73,7,4,84,55.64109606,Advanced
47,67,14,6,76,50.20683397,Advanced
69,74,6,6,84,75.56527143,Beginner
48,80,16,6,67,89.83783305,Advanced
65,76,12,2,77,68.4307833,Professional
72,79,7,13,95,61.18954879,Beginner
49,93,9,9,99,69.89729241,Beginner
39,84,2,10,100,58.29144649,Intermediate
37,77,10,6,69,100.9804318,Advanced
32,73,7,5,76,87.10210822,Advanced
68,100,3,0,67,97.42044937,Intermediate
50,92,9,2,81,82.21928208,Professional
62,71,12,6,83,109.0712562,Beginner
10,50,4,1,100,48.93822733,Advanced
66,75,8,6,84,87.20931248,Beginner
60,76,10,9,92,68.96416371,Beginner
73,87,11,0,78,91.03261294,Professional
59,59,6,8,74,87.2278553,Professional
26,68,8,2,99,45.70742807,Advanced
51,97,3,8,88,84.86594829,Intermediate
75,100,5,0,60,109.0577247,Intermediate
75,65,13,1,79,82.59483925,Professional
52,80,12,5,73,46.88968581,Professional
73,92,9,2,75,49.88994475,Professional
70,59,0,11,66,99.50761439,Professional
74,79,3,5,73,107.3456282,Professional
59,73,8,6,74,77.89511068,Professional
47,94,0,7,91,69.90470457,Intermediate
74,70,3,5,82,72.45661174,Beginner
39,52,20,1,78,185.9989371,Beginner
48,72,13,7,70,64.64613095,Advanced
49,74,17,5,72,67.03304691,Advanced
61,55,6,11,68,70.05609791,Professional
66,73,12,2,79,76.61799794,Professional
55,89,0,1,82,47.78116429,Intermediate
69,93,8,2,75,55.29839143,Intermediate
76,77,6,2,77,106.2218465,Professional
56,66,10,10,66,48.03651448,Professional
51,81,10,0,79,83.01486677,Beginner
32,73,3,10,66,90.29782263,Advanced
37,72,8,7,73,76.42774021,Advanced
74,99,10,7,75,101.948787,Intermediate
27,63,7,1,94,68.48596228,Advanced
73,79,9,3,74,87.64938577,Professional
35,80,10,6,71,84.2253606,Advanced
69,79,4,5,73,93.79470763,Professional
50,100,3,10,88,106.3697014,Intermediate
79,99,6,0,61,101.3969428,Intermediate
63,98,13,12,89,85.46028529,Intermediate
70,90,6,2,74,75.68084218,Intermediate
30,71,3,8,73,86.63874247,Advanced
63,83,6,10,97,56.48797397,Beginner
50,79,17,8,66,70.38122336,Advanced
65,80,6,9,93,46.6723184,Beginner
72,95,9,3,75,61.08113539,Intermediate
61,53,15,4,79,148.6582648,Beginner
63,96,9,6,82,70.87844832,Intermediate
60,100,11,11,90,69.12808187,Intermediate
10,58,2,2,100,64.42808505,Advanced
48,86,13,14,55,107.332024,Advanced
55,78,6,7,72,67.04718997,Professional
19,71,3,10,74,70.40916875,Advanced
72,94,8,3,75,62.24229197,Intermediate
65,78,5,7,70,78.15961006,Professional
49,96,11,6,68,54.67079492,Professional
18,71,4,0,87,110.3977853,Advanced
86,97,11,1,60,73.75203081,Intermediate
48,83,19,0,82,48.45073716,Professional
86,50,3,11,67,128.2423447,Professional
54,90,17,1,77,46.9380525,Professional
54,87,18,12,55,90.4149713,Advanced
55,66,14,5,85,109.0415111,Beginner
58,92,4,6,85,73.75397935,Intermediate
53,62,11,0,78,105.085162,Beginner
38,81,14,5,74,73.13973827,Advanced
72,98,4,1,64,129.3521929,Intermediate
39,74,11,6,75,56.44788044,Advanced
66,99,9,9,80,118.9661187,Intermediate
45,69,14,3,87,86.96086938,Beginner
71,67,7,6,72,89.72570515,Professional
52,73,10,5,90,65.84697701,Beginner
58,64,0,12,66,80.13854695,Professional
44,84,13,7,72,46.63342068,Professional
58,81,17,1,78,51.08833004,Professional
56,64,16,6,86,120.4474584,Beginner
23,66,2,4,87,48.3580179,Advanced
52,66,3,10,71,81.97195845,Professional
57,77,5,0,80,54.64194237,Beginner
50,81,15,10,60,84.55680648,Advanced
48,86,19,0,84,51.82261765,Professional
56,77,5,1,82,51.74601533,Beginner
66,78,16,0,79,68.53633734,Professional
77,66,12,3,74,83.49793661,Beginner
67,78,5,6,71,90.48282791,Professional
68,83,12,0,79,80.95491299,Professional
62,78,5,6,87,54.72293444,Beginner
74,74,7,3,76,97.99220114,Professional
57,82,2,1,75,74.34717906,Intermediate
59,95,4,0,76,52.84499336,Intermediate
59,99,5,7,82,89.33623189,Intermediate
55,84,13,11,96,73.03153233,Beginner
71,98,12,7,82,54.42064049,Intermediate
85,87,4,14,96,49.2124034,Beginner
55,97,11,14,98,68.27528533,Intermediate
71,97,6,4,74,78.49088106,Intermediate
56,74,12,6,72,49.76136752,Professional
58,76,12,4,76,66.00777213,Professional
74,70,7,1,82,116.3937326,Professional
10,50,5,3,100,89.82155086,Advanced
68,66,2,8,72,104.9957864,Professional
84,100,10,2,63,100.5046854,Intermediate
76,98,7,0,63,97.42306837,Intermediate
68,75,6,6,73,93.85411043,Professional
77,100,8,5,69,118.2261569,Intermediate
23,65,3,2,89,61.89036819,Advanced
21,71,0,7,79,71.42055643,Advanced
69,97,7,5,74,96.01559654,Intermediate
53,72,15,7,64,99.60727928,Advanced
33,81,9,7,68,112.2140662,Advanced
58,69,6,0,79,74.88751441,Beginner
37,85,7,12,55,140.7633318,Advanced
67,93,5,3,73,100.7683089,Intermediate
72,85,5,3,75,103.2099081,Professional
28,82,0,17,56,78.18748681,Advanced
64,85,15,1,85,87.83358473,Professional
67,99,8,7,78,100.3535843,Intermediate
75,100,7,1,64,109.321706,Intermediate
68,87,15,0,79,77.82851975,Professional
81,50,4,12,69,133.4185373,Professional
15,66,0,0,92,79.41823085,Advanced
57,80,9,5,74,74.4089521,Professional
76,78,5,2,79,119.9461427,Professional
59,80,9,5,75,74.72584665,Professional
79,58,3,7,72,109.9359997,Professional
34,77,10,6,76,67.29886176,Advanced
74,66,3,6,74,112.9358464,Professional
66,62,0,12,66,95.02647799,Professional
39,76,11,6,71,92.36286394,Advanced
47,76,11,1,83,76.69400538,Beginner
43,65,12,3,81,61.12830178,Advanced
63,100,7,7,76,111.8577827,Intermediate
64,83,11,6,66,51.54969544,Professional
54,71,10,5,77,67.00456636,Professional
74,60,2,11,68,116.6724943,Professional
57,66,7,0,80,74.2413972,Beginner
39,62,10,2,84,57.7862929,Advanced
62,91,6,7,83,89.33636847,Intermediate
22,75,2,7,77,71.15698622,Advanced
63,71,13,3,77,70.78066748,Professional
55,71,13,5,86,96.03402123,Beginner
58,88,8,9,93,48.06989141,Beginner
66,97,13,9,87,65.05984826,Intermediate
79,98,13,2,64,95.61994338,Beginner
63,76,13,9,88,106.3970267,Beginner
64,100,12,14,82,146.8887147,Intermediate
55,97,7,12,92,95.38370487,Intermediate
60,78,10,6,86,82.27058834,Beginner
79,63,2,4,78,85.86986681,Beginner
59,93,8,8,89,49.40336608,Intermediate
31,76,2,17,55,97.24267562,Advanced
67,70,6,5,86,67.56640822,Beginner
73,72,12,2,76,75.09452694,Professional
72,64,7,6,82,94.20939988,Beginner
82,80,0,10,89,50.16304428,Beginner
40,80,15,2,74,105.8981426,Advanced
55,94,4,7,87,61.98661359,Intermediate
77,75,4,1,81,120.8367428,Professional
64,77,6,5,72,76.01326005,Professional
57,97,6,6,84,75.24961799,Intermediate
11,58,6,4,91,61.11379445,Advanced
73,68,6,6,72,93.07385805,Professional
56,55,4,14,63,56.14823535,Professional
68,100,6,3,70,100.0122809,Intermediate
68,96,6,0,71,53.32380325,Intermediate
61,66,4,2,72,81.99470164,Beginner
62,63,8,2,80,92.00710394,Beginner
33,69,7,4,80,71.71043304,Advanced
57,82,13,13,100,65.95958988,Beginner
83,93,0,9,55,108.3003832,Intermediate
58,92,11,10,93,54.02606648,Intermediate
33,76,10,7,73,72.95282413,Advanced
73,66,5,5,83,81.79776183,Beginner
30,64,7,1,89,54.65199722,Advanced
88,100,12,1,59,112.8881098,Intermediate
62,99,6,4,78,66.91888709,Intermediate
41,82,13,8,67,79.6745613,Advanced
54,78,10,6,71,54.52142858,Beginner
71,65,1,9,70,101.1001213,Professional
36,81,7,11,62,99.96271741,Advanced
30,65,3,7,78,65.05412474,Advanced
61,96,2,2,65,99.00528952,Intermediate
71,60,5,7,72,93.72223905,Professional
64,70,9,6,85,85.51373979,Beginner
10,72,1,2,88,97.29231743,Advanced
63,88,20,11,55,79.2732341,Advanced
72,94,14,7,85,56.33676115,Intermediate
69,84,6,5,72,90.65009211,Professional
64,68,5,8,71,83.2099318,Professional
56,89,7,8,91,60.30692171,Intermediate
44,72,3,12,67,56.95158251,Professional
27,80,10,3,83,67.62651069,Advanced
65,100,8,9,79,125.1223146,Intermediate
64,64,9,7,88,88.05063228,Beginner
70,66,7,4,78,103.5518683,Beginner
58,76,11,6,87,86.77279478,Beginner
32,73,8,4,79,78.06890232,Advanced
59,63,2,10,71,87.52182342,Professional
66,98,4,2,73,72.92422545,Intermediate
68,99,12,7,84,48.34983963,Intermediate
65,100,10,8,81,87.57578487,Intermediate
64,86,10,7,88,52.86493548,Intermediate
56,67,4,9,73,86.43440937,Professional
71,64,8,7,71,80.19409025,Professional
68,73,5,3,79,77.8173099,Beginner
64,69,6,9,67,67.41410813,Professional
51,89,12,15,100,65.07109533,Intermediate
68,77,6,10,93,58.79287543,Beginner
76,98,10,3,70,83.97789511,Intermediate
49,81,14,11,60,72.71878245,Advanced
84,65,4,7,81,94.49053058,Beginner
71,100,10,8,73,135.5304975,Intermediate
47,74,14,7,71,64.01848688,Advanced
70,66,6,4,81,86.49377637,Beginner
68,87,10,2,74,78.59059686,Professional
80,100,8,1,61,115.4854381,Intermediate
71,68,7,6,72,86.80345697,Professional
64,80,5,6,89,49.08981532,Beginner
17,84,0,10,68,105.2447837,Advanced
37,77,5,13,61,79.50735202,Advanced
68,76,8,4,75,84.47751762,Professional
